model,episode,success,total_reward,stand_weighted,n_steps,stand_reward,small_control,door_openness_reward,door_hatch_openness_reward,hand_hatch_proximity_reward,passage_reward
Baseline,36,0,214.900673680994,58.87361149383937,867,624.7821281959874,817.0153753764125,231.65409931161054,324.39904195072285,710.4271007217039,0.11831532373896625
Baseline,37,0,240.24317902453822,88.4304946534348,1000,940.9950594161451,939.7522570678693,199.34731726695054,358.71513148671045,883.4127005328022,0.0
Baseline,38,0,145.0005840226499,74.73307475748979,1000,792.5430836721544,942.689515120543,1.234774580955082,413.90612734279136,835.5225298772509,20.686936693509146
Baseline,39,0,301.27223888719936,81.0684286687542,1000,860.846160975137,941.2901146196734,337.12372154343876,437.7470940718538,932.215616406094,0.0
Baseline,40,0,168.1492670258332,39.6030048713944,442,419.2792804161066,417.49596490558224,208.85187022507148,276.8575315887024,412.27790415795903,0.3032821880675709
Baseline,41,0,76.85304876846851,19.367668106150006,231,205.2180718253482,217.91621261988377,84.02946240496101,176.79763654487044,216.64481505685004,0.0
Baseline,42,0,397.9304277784101,87.1378342356737,1000,925.0061331346111,941.824122585512,527.3381055326631,515.1725808540228,954.6363402067244,0.0
Baseline,43,0,134.5848232797873,28.428661637772237,370,300.3702475980711,349.8886537614035,174.91107991309835,236.07653248192997,312.84698114048456,0.0
Baseline,44,0,285.4528194484543,77.73485446917074,1000,826.1437665423113,940.7523300224925,319.5758044991195,349.3916446652937,928.785414428299,0.0
Baseline,45,0,123.6915474558027,39.58673956606896,450,420.1642789622766,423.89594334309464,109.02811058476726,282.4415784531899,412.8919008180283,0.78709760864983
Baseline,46,0,308.66948403382054,90.60850182752068,1000,963.4075693465508,940.4653761541152,353.1942217772748,350.5562034619663,831.9154446685593,0.0
Baseline,47,0,88.75824068090756,21.097289120808703,252,223.6882502305801,237.57791683168895,103.54382816192505,187.5359712934498,233.7886064512025,0.0
Baseline,48,0,124.51961406324304,26.33721651894616,351,278.908839226108,331.4504203196966,155.69258141927256,258.2268344199524,304.18788369252985,0.0
Baseline,49,0,190.55680572316254,40.89113322579225,517,434.22396448918835,486.77440650407425,256.8396491685235,231.1334242137982,450.62318321689685,0.0
Baseline,50,0,274.90690729736247,38.99931740791254,674,412.4314258512084,637.147183728095,429.1471833877415,341.25288866860217,514.5742586307204,0.0
Baseline,51,0,521.9771626542954,90.9598708946162,1000,966.5332552154586,941.0527733278581,810.031873522534,299.07030312987695,801.7872408911868,32.743061352817584
Baseline,52,0,89.66593689002354,44.65241130776779,515,475.2567851860823,483.85411411366454,6.810948418292411,397.6884060683241,421.85715638794,2.7752019177455653
Baseline,53,0,409.97636846559925,93.18222754163807,1000,990.0026215442479,941.2236579231445,560.407515222415,397.8658274253271,894.3493540521557,0.0
Baseline,54,0,270.43563184667534,86.50528292463294,1000,917.7906866778355,942.2570461116364,245.25848718027547,574.1619740650326,890.6715991225749,0.921002947251209
Baseline,55,0,293.059686505475,70.34930165826253,1000,746.2624575704086,942.1525710820558,353.58429311888443,523.306973278702,747.6857982702542,0.1366124750481792
Baseline,56,0,243.07812389166838,74.66031463436644,1000,792.4532259946169,941.6761361292828,243.20210799782754,302.0990743392121,877.4295723818931,0.0012237777847423637
Baseline,57,0,493.7287664497107,91.43660462695003,1000,972.3168338271353,940.321335547671,751.2281649076743,300.0431478182814,984.7466044678489,0.0
Baseline,58,0,291.67128214535785,87.72142175253613,1000,932.1633981469096,940.870019341559,305.80914917669134,378.93791165438665,947.6370611753583,0.019984633781426453
Baseline,59,0,306.44699972298054,87.00439813381325,1000,925.1136543520184,940.3207900552476,328.116508949007,509.88791233354635,925.8287706600602,0.012395464097325393
Baseline,60,0,179.2333558432211,81.07767150652715,1000,861.1226561160674,941.6445573755964,91.68081902204318,277.81870940225065,811.8698030063852,6.899686160978975
Baseline,61,0,134.21842332343002,28.128207602830162,367,297.2497659068955,346.89765507711184,168.87988703731276,272.7914245928438,329.09390648333977,0.0
Baseline,62,0,172.2960492459251,35.97527238500045,448,380.8767222971283,422.8822302967519,232.1459850562681,241.529574964892,395.5720967471893,0.0
Baseline,63,0,260.7552307812733,71.768321671493,1000,761.3072010418822,942.2793125188898,292.03153658076275,319.3962950217835,791.3981027801264,5.808565023832388
Baseline,64,0,144.84359943559366,27.47120746820666,379,290.4720489442149,358.34799984034623,198.2597909969761,251.21168341841656,311.89803695653967,0.0
Baseline,65,0,210.8325639251673,56.60674303838609,669,600.9552324026486,629.9510695278758,237.5027642049215,340.4985844928279,606.4929553985047,0.0
Baseline,66,0,162.30213665332528,39.562047922563984,470,419.1214795660181,443.495172267071,199.73444536580294,254.31329657006958,402.87846975293155,0.0
Baseline,67,0,337.7677542323889,80.27457292620969,1000,849.8793147426488,943.9265035215606,423.37616474740474,540.1536290921276,799.3245143048104,0.0
Baseline,68,0,40.51728167040607,27.202754126096792,343,288.9879528893393,322.75222777396846,0.00044432814192801087,64.36497864309325,201.3291808476962,0.0846274917312384
Baseline,69,0,119.35088321503945,27.53016098234078,315,291.1035434664734,297.77612814819116,139.8648358206187,274.85580063093494,302.7751216374715,0.0
Baseline,70,0,524.7832604087387,92.60325760428829,1000,983.8360865521623,941.2090562907822,808.6874521026751,301.3369393686176,876.0661962419541,26.85855022205206
Baseline,71,0,231.25059579795192,54.65684174430805,643,580.3666142079103,605.4280544508844,289.4201256700559,322.81402867123666,554.4922875366386,7.112519119214496
Baseline,72,0,132.09775139136852,36.023946048106666,399,381.19263037354494,376.9564736543617,133.192742438422,342.16860735878066,380.5728175606606,0.0
Baseline,73,1,537.493043999503,87.674076870522,969,930.6180934440506,912.8581713298242,767.3568905548849,342.30510954259785,797.9403010910959,135.7031309931385
Baseline,74,0,348.14662872939914,86.99265452550475,1000,923.1233660841676,942.2097692592748,418.7230132667732,567.5655182131569,876.9140362055107,1.4418300368943058
Baseline,75,0,195.44436888285492,35.629716442409816,461,377.01158216187116,435.4572694362234,280.289298375495,273.9167449361906,399.77261849325504,0.0
Baseline,76,0,186.20506436188413,61.02813147242405,754,649.053930850527,709.2193135565285,167.4427673414519,331.8199123307193,664.7338393854137,0.0
Baseline,77,0,99.95178506219963,25.177566776597303,296,266.20713717879465,279.80150155912787,111.97015834418197,221.16508613733112,266.5878544770771,0.0
Baseline,78,1,185.66249317155132,35.11837881183106,431,371.901354084393,406.6891557340131,258.6049918799681,256.35687066944223,359.7125703110817,9.623988470595457
Baseline,79,0,129.9635209140376,26.596467034711072,332,280.97426851486347,314.0281581329333,169.9020813635674,241.8809053213289,296.34143999309396,0.0
Baseline,80,0,103.99973302259896,23.296138003475527,325,246.61282293068882,306.6593893617406,129.82567174147002,182.3000445152415,263.3408101939986,0.0
Baseline,81,0,477.9463306194586,92.5423074963071,1000,984.1613589888912,940.298828324443,727.3195602381098,317.6470893276822,844.5573309923603,0.0
Baseline,82,0,303.3994676991073,86.28444683708763,1000,917.0087769449713,940.830082560331,333.861191698981,399.8907172347031,937.6589747148623,0.0
Baseline,83,0,292.2296832752985,87.27127321149045,1000,926.2771685267489,942.0975905932703,292.9382368331028,568.8503582165008,893.8737115617315,0.0
Baseline,84,0,154.87368676371543,35.71604415544533,401,378.60007067936255,378.21724061184324,201.23030334502877,223.31047155955298,348.76965050058885,0.0
Baseline,85,0,352.2194913514681,86.21914801301068,1000,916.1937716181933,940.8565250785001,449.53415931434023,411.9713144256195,862.2281185144766,0.0
Baseline,86,0,269.94359422554214,73.19897198983122,1000,777.4713307020014,941.4386924641427,289.49723219573303,421.9399593038776,907.4773956487386,0.0
Baseline,87,0,205.09021007300464,51.487747204277724,570,546.317107879748,537.1844123928047,254.04896885692648,291.43335979047697,494.1751778717193,0.0
Baseline,88,0,477.37197964552513,91.74639309086949,1000,973.7735605975178,942.1190310271418,713.1273753379292,363.0942724421221,847.0476071469038,12.031924780387529
Baseline,89,0,290.3646797634929,88.55372775460084,1000,942.143446327407,939.8711777911631,320.97660164183907,330.7918106032521,791.7241464032109,3.559095484974386
Baseline,90,0,150.6203477799466,35.159757851191294,434,372.1391009078169,410.1017422556165,186.63657030775715,256.2281394174891,373.254526387802,0.0
Baseline,91,0,461.7143235138822,89.87311078183686,1000,954.4281593429434,941.5517097449289,688.8371375238987,384.3113183532643,852.97869857255,0.0
Baseline,92,0,163.66631108504262,45.894236031514026,705,487.02067975061624,664.3412230597503,169.09643191660464,259.53670306729236,574.0369107538429,0.0
Baseline,93,0,461.328053368902,79.33971119828028,876,843.002877779535,824.3653519151178,707.1936548993599,254.9868112885116,711.5173327838623,44.074257892260256
Baseline,94,0,333.648172197084,76.12489299022178,1000,807.6744605429376,942.2323707034445,424.76266556769366,543.9491686768937,781.3778785035261,0.32493526394086103
Baseline,95,0,186.82436040974093,42.24615087106233,609,448.4334093013707,573.6164885147309,238.81057058257417,239.01191032409594,503.2571452063125,0.0
Baseline,96,0,130.13318021797627,36.86983488818243,552,391.5920675113745,520.2940530807774,137.32695804755622,237.14068438934416,392.1835997785278,0.0
Baseline,97,0,107.95966217625099,28.266006714944414,323,299.1585727785252,305.0995913305791,115.0933528113157,251.96565090806098,305.1256789011663,0.13451487358034608
Baseline,98,0,497.25589136274704,92.59897613240942,1000,984.2876190783627,940.7451690243792,762.3872925822088,309.3363769666251,860.2442073396518,8.86744100865599
Baseline,99,0,94.28597832069464,50.53691729312236,601,538.1039064920398,564.3568868563386,3.5607131580037508,326.96038017880085,504.9701468953345,1.5720392936107301
PPO,0,0,469.9977923190679,93.58860575115574,1000,984.4099083210872,950.7237097999839,632.4493204506733,860.2084224899764,975.0734213205056,0.12257192738443046
PPO,1,0,371.80687253552645,94.26974616713024,1000,997.3083724687748,945.2466304787456,430.3289012695234,669.3530097259084,917.1544527431693,13.03927906758839
PPO,2,0,159.55235308990962,31.960863826363887,377,336.85027797247676,357.46188982213516,209.2651533567577,306.57281922490995,361.8705858351869,0.0
PPO,3,0,500.39037767798214,92.71666158530209,1000,972.5650868408944,953.3740844430631,687.9294070251603,970.7753324720628,991.3343261551101,0.0
PPO,4,0,498.24289563889016,89.62938989095781,1000,942.0950841151508,951.181046413678,702.4014738416599,862.1423195150431,988.5145308686583,0.0
PPO,5,0,507.21054586751984,94.3285302143853,1000,989.1913914700292,953.6090429082316,699.1346728437063,975.0929610439057,990.3352964254257,0.0
PPO,6,0,503.9325072001961,93.6688890183514,1000,983.3342264648634,952.5952541995674,698.1421457210733,939.3389233792725,982.6541287679815,0.0
PPO,7,0,534.7271203838422,94.31580218243101,1000,988.6043173402044,954.0447880618126,760.5681047536726,970.2745870038791,992.8388342412946,0.0
PPO,8,0,551.6632520183485,94.23895003355099,1000,987.874627258103,953.9713069735396,798.2842732496777,972.621615423359,991.3059650254983,0.0
PPO,9,0,536.5195183667045,94.24433931170655,1000,988.2676396689669,953.6472610787719,765.4285110687964,966.8356904111589,989.8112910696186,0.0
PPO,10,0,499.19560215668514,93.92656598331949,1000,985.4382571228549,953.1755198673017,682.1703975351769,974.7250707372453,991.122074913469,0.0
PPO,11,0,552.7131757438846,93.9855502478038,1000,984.9859881419767,954.2009889107684,800.9725179872039,975.7307100029749,990.0691380338009,0.0
PPO,12,0,398.8845551743212,75.89263079623373,1000,803.9926741817347,943.6255177448035,573.3002794322202,541.540936600756,758.5950360710162,0.0
PPO,13,0,509.00886908743144,94.12124272774116,1000,987.096742982071,953.5298945886697,703.9503168937332,971.5795880884496,990.6200870617615,0.0
PPO,14,0,542.6520488481503,94.17799879397268,1000,986.7385264172805,954.456066886026,777.8615311611306,976.7746051323392,991.952615501025,0.0
PPO,15,0,313.7118590605048,82.34636262274584,1000,872.9410772227304,942.8156979692477,364.05116858931177,520.0997125758911,830.7496988754802,0.0
PPO,16,0,548.5274203505061,93.97009072631363,1000,985.1758620098465,953.8617282254712,791.9776492222231,973.3551544904692,989.9925949933714,0.0
PPO,17,0,513.7006664058093,94.05753546054568,1000,986.3271381013625,953.6373659749505,714.173362126598,975.533908107936,989.7684516579509,0.0
PPO,18,0,455.4011088622687,94.28072786047241,1000,991.7017762358556,950.7257441966863,596.2136151559858,884.2646838985199,971.7519404076558,0.06692276083872595
PPO,19,0,479.8126096130681,93.9267346491388,1000,987.6599880102539,951.0243870927922,646.4513468332548,919.8301975286239,976.5928770989219,0.4617575931080168
PPO,20,0,361.67184312587665,65.2223132127012,713,686.6059984705423,677.0848624279372,508.5871377087179,660.3154864995666,691.3908723854865,0.0
PPO,21,0,504.56718511325414,92.6698778399649,1000,971.5065104842025,953.9175290878015,696.9123346221476,975.0010530414027,990.7340808250566,0.0
PPO,22,0,559.5309788429217,93.83691580543032,1000,984.8745325199518,952.7956930943366,816.9926604135228,969.9764110878186,990.9709059403083,0.0
PPO,23,0,533.7897946329851,93.98975932201165,1000,985.5716352521074,953.6804442388444,758.6523496324237,975.6044272689659,992.525132258691,0.0
PPO,24,0,531.4069920723681,94.48239958979555,1000,990.2016121409697,954.179410103539,752.1804864236958,977.2911544740335,991.576317364156,0.0
PPO,25,0,542.0552728843935,94.1685276627455,1000,987.0981575086748,954.0066643826043,776.9646936400516,974.1940224655133,990.8586392069715,0.0
PPO,26,0,529.3913306294266,94.27481989346329,1000,988.3495615656401,953.8763182910672,748.4591156773394,976.0967345482181,990.1014390749833,0.0
PPO,27,0,332.45837974676,82.00187085062429,1000,870.7265219000602,941.6321273682481,415.93711978929554,378.16068041003535,887.5354194090149,0.0
PPO,28,0,545.6738578378585,94.11519891017825,1000,986.9601796963332,953.6080875763822,785.1625959247921,973.7269241887859,990.9828910416679,0.0
PPO,29,0,532.8844225364791,94.37065770977907,1000,992.5552388420324,950.7851520559707,756.3553305834251,971.1697239132575,991.9075973699128,0.0
PPO,30,0,78.06393821462275,20.646310310292645,268,218.36554310131044,253.17524856562233,78.70141820057705,196.91120541293301,243.12858886847567,0.0
PPO,31,0,540.3578939176423,94.09971640682843,1000,986.947693547028,953.4655563292262,773.9440414421202,969.7250419921509,989.9421352450488,0.0
PPO,32,0,381.51491504839663,85.82723733755984,1000,905.7201803862825,946.8522913455799,459.0944958701879,810.4699148316786,971.4331765533572,0.0
PPO,33,0,363.2090388225852,84.04827995802994,1000,893.9573528164117,939.9304185298358,483.64056655312095,322.38697134572345,908.0631069672874,0.0
PPO,34,0,541.5646170102281,94.23598251885778,1000,988.1697610096014,953.6610904316067,775.7434601623522,973.5146551481787,991.366893218075,0.0
PPO,35,0,162.7470480365757,26.017296103472507,403,275.03631964623025,380.48992349004374,240.97978942725456,238.5029575254108,327.2739762913599,0.0
PPO,36,0,474.47001212664884,90.14328158175047,1000,956.927686230403,941.9592001599576,690.9455132172455,447.36903080549047,849.081256396003,24.510672105896102
PPO,37,0,406.40418852939314,71.66869759117775,813,761.7225249179259,764.8674490056953,639.1696727669128,250.73986228702367,691.4429015750792,0.0
PPO,38,0,529.3981111697328,91.9590983999481,1000,969.2388651610177,948.5879850763804,776.2014688043527,802.5923371277223,960.3746990287968,0.0
PPO,39,0,518.1005497481079,90.44370355807752,1000,947.6657592351006,954.4787938284085,732.3079635617182,972.3482140632525,990.017037681885,0.0
PPO,40,0,454.9016925657463,93.82119594865165,1000,986.8435375918074,950.7602954876869,598.6763470244427,854.0340436415331,978.0960212525025,0.19896346112487318
PPO,41,0,513.5804304690245,94.05766702739217,1000,985.8853819576848,954.0638754376212,714.5727761148008,967.8106096856684,991.4896741137577,0.0
PPO,42,0,525.1862589860837,94.10738637390992,1000,986.3879595397814,954.0781555418007,739.941185178569,973.0865755836526,989.0202100526866,0.0
PPO,43,0,507.3770159518612,94.32780709388693,1000,989.8979686119953,952.9240146684983,699.3891997281808,975.1957361988065,991.2856434070543,0.0
PPO,44,0,533.853167533119,93.64839257790537,1000,982.2075261740212,953.4747445700239,759.2769894947104,978.1128223586034,992.4897712932835,0.0
PPO,45,0,411.69991317458005,94.30367443893152,1000,995.33300386411,947.4676598993314,494.6944097704725,919.6268342350362,976.0482525436746,0.0
PPO,46,0,528.9938767474458,93.71100512359926,1000,982.413395614239,953.9049665346791,748.8379099932116,974.7405648538316,991.3756776841858,0.0
PPO,47,0,447.0710496067408,94.50197419213279,1000,996.2447944861613,948.5755986304324,567.942134278394,951.1201023120578,988.7821974745681,0.0
PPO,48,0,538.8644320257941,93.94254852292268,1000,985.0718946617058,953.6852488058576,769.4900071651747,979.3822138075385,993.6453917633025,0.0
PPO,49,0,562.9769526080378,93.83523272989389,1000,984.1883710347779,953.4470691614409,824.1438265348808,974.4065839305192,991.1333748184377,0.0
PPO,50,0,535.4806505991874,93.99069406815492,1000,985.3705558586144,953.8829859603939,763.378995003653,969.4811817307666,989.9069938569958,0.0
PPO,51,0,282.773186638586,90.63498688017143,1000,963.792728422402,940.3809241476849,274.7683815114918,407.22844824084,962.6201133240323,0.0
PPO,52,0,388.1054714892748,86.70172622991062,1000,919.1251135710473,943.1813543138259,517.34058971633,513.7891099517033,858.2204877886054,0.0
PPO,53,0,540.6346481425153,93.8531283095927,1000,984.170826726852,953.6499762198216,774.5735804906224,973.7164058343701,990.7517664084778,0.0
PPO,54,0,176.68714820023476,31.58769229154186,406,332.53046785372044,385.2383420375626,245.7461152157271,324.24208520247146,366.0319960298438,0.0
PPO,55,0,523.9898658043668,86.36118200609823,1000,917.0825432001626,941.5115738823956,830.8445246117487,406.79784219179254,868.175112267849,0.0
PPO,56,0,543.0904888685062,93.82196402455835,1000,983.8519161414732,953.6363515434662,780.6411486242412,968.6745973831266,990.9255618776417,0.0
PPO,57,0,552.9325210373806,93.77358324543397,1000,983.2135127941558,953.75224405074,801.9708600166446,975.1019243317337,990.3390913573895,0.0
PPO,58,0,147.8785951997148,31.688428259667685,480,335.8997686189049,452.758064840754,194.53470044524684,244.46445515651993,328.5265796372038,0.0
PPO,59,0,283.78679264509856,79.78138737044955,1000,846.0071715974871,942.4715250889138,295.390411541626,556.5598208803066,865.0345807380448,0.0
PPO,60,0,524.4629895355129,94.3056112534666,1000,988.4570444342862,954.0833382745781,737.0273274526735,977.7309423714156,992.1706761954445,0.0
PPO,61,0,116.2964583869801,21.368552539142872,277,225.4809171259633,262.1654516187827,158.73773958070976,216.02135319222617,253.89710753813057,0.0
PPO,62,0,517.1119642497761,93.2852285824074,1000,978.3173871756127,953.5557925977456,723.382560861917,975.2305383890409,990.8611272010759,0.0
PPO,63,0,264.97371463085284,56.946128577664936,699,604.4885097970092,658.6495945001568,349.52882392726144,414.59682415923163,600.1954815591739,0.0
PPO,64,0,190.4035981534286,64.06329086167561,720,678.7980472270197,679.3774338455594,153.07213942199562,596.4571256493396,552.6997653877589,0.0
PPO,65,0,288.9895428806728,86.50357629132704,1000,919.2572372185837,940.8171724739833,289.3171993851375,617.2523104797988,828.2740979558037,0.04830412643750148
PPO,66,0,507.795197593166,92.82150108306843,1000,973.4218551351831,953.6026144560026,704.2676809644037,968.9868377220822,992.0779638002371,0.0
PPO,67,0,428.8800758963018,91.55219088763833,1000,965.4422942050912,948.072954115408,548.2594926430262,835.7486764654491,976.4735899205898,0.0
PPO,68,0,241.773743909054,44.01757743690665,511,462.63037452268094,486.05914051926015,330.3137352127359,480.93685992382234,501.36285260449904,0.0
PPO,69,0,538.7088531929724,93.95242821753722,1000,984.8081448318026,954.0321837234447,770.0460010401592,974.0013804498233,990.7131096974432,0.0
PPO,70,0,532.5938472269204,94.28790105232855,1000,988.3196908460119,954.0331028996578,755.5795245836463,974.870996734332,991.0322055046879,0.0
PPO,71,0,541.0002041112818,93.99743296858,1000,984.9174255168067,954.3855915515608,775.3506197453993,972.5037647172139,989.3960804282262,0.0
PPO,72,0,288.29029937253495,92.87121674551732,1000,984.2326314850593,943.5607017508379,258.37776550249345,648.8158988283178,928.4844297231286,0.811633495209343
PPO,73,0,551.0572593457856,93.99203066196272,1000,984.8117133083372,954.4305839914988,798.4903530011562,964.3059484034508,990.5854482625865,0.0
PPO,74,0,443.144134753369,91.09416859911813,1000,967.5692421842648,941.4199072326205,635.5363614101332,461.8290200170542,856.94508075083,0.3425670894184851
PPO,75,0,460.14178610444094,88.24407024176196,1000,937.7741425244882,940.9130818591954,685.6549886178268,368.89371072548954,897.9393760314588,0.03233327659659524
PPO,76,0,192.99904013093706,44.2597987907724,497,467.4381940887209,470.3813580307034,236.10862907592386,387.61620314886716,462.1909619711125,0.0
PPO,77,0,363.434291073006,91.67663273441384,1000,973.6918605272242,941.485418179639,434.5410126744729,584.535324800212,939.7487279013626,0.0
PPO,78,0,437.9244162231538,93.60435541424337,1000,986.8925920234874,948.5104328418505,556.8727556315635,904.1787645370742,970.3676509570568,0.0
PPO,79,0,524.4616963202598,94.13803945189458,1000,986.9805974661467,953.8212122801151,737.9803905606216,973.4890996895106,991.1605226321947,0.0
PPO,80,0,521.0327811984055,94.14836246514761,1000,987.1809403177508,953.7265091565338,731.1625349142963,965.7448908250528,991.4806696114422,0.0
PPO,81,0,146.7035268395208,30.525853195886604,349,321.2065350532535,331.48005027526995,185.91627204209905,311.93691116598325,338.3701133278101,0.0
PPO,82,0,507.48632480946986,94.74450356892334,1000,997.2980471808937,950.0100169031773,698.9094072290538,972.3099635366239,992.3417962128117,0.0
PPO,83,0,550.4547587098111,91.67307159909318,1000,973.9208766499489,941.1732641010832,845.8488880763283,270.0225411785797,829.35462308128,66.23094075250562
PPO,84,0,545.4672656083039,93.93655167073389,1000,985.5451250852597,953.1674508333932,784.9985176660384,974.4730003333109,991.1546194237307,0.0
PPO,85,0,559.7322180979494,93.79398555681665,1000,983.0883698087197,954.0895905666014,817.1499559355719,971.2387329960983,993.176314406409,0.0
PPO,86,0,277.57759758322817,83.3582794190786,1000,885.9980428138795,940.783048028418,295.3373081051249,387.536298387226,838.814291949641,0.0
PPO,87,0,226.13356282952486,84.30375461360643,1000,894.6360162916551,942.0395703190483,152.1986355373543,567.6598683734801,896.7110544926851,0.34821737371497696
PPO,88,0,471.1145502121942,89.6632198292499,1000,946.3439760917296,947.1335357211079,650.6401250389854,817.8098999753819,955.4555823326485,0.0
PPO,89,0,543.5066766098279,94.10990304749228,1000,986.6491218144521,953.8486496212415,780.3213448169896,974.72546956151,990.3178983323027,0.0
PPO,90,0,142.63431488174973,27.10664193545967,363,287.2233383217086,342.1120387261825,190.27530014444204,271.5963564121464,326.4794012136752,0.0
PPO,91,0,165.30221193712828,32.09882612736754,405,338.3909897925965,383.8404659127846,217.90353963803577,327.554519197431,375.381340255457,0.0
